Country,Activity,Location,Sex,Fatal Y/N,Species,Type
USA,Swimming related,"Folly Island, near Charleston",M,No,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.",Unprovoked
ENGLAND,Fishing related,Weymouth,M,No,12' shark,Provoked
USA,Fishing related,"Newport Beach, Orange County",M,No,,Watercraft
USA,Other,"Bayboro, Pinellas County",M,No,,Provoked
AUSTRALIA,Fishing related,Kiama,M,Yes,,Unprovoked
PANAMA,Other,,M,No,,Unprovoked
AUSTRALIA,Swimming related,Fremantle,M,Unknown,Questionable,Invalid
SOLOMON ISLANDS,Swimming related,Savo Island,M,No,,Unprovoked
SPAIN,Fishing related,Sisargas Islands,Unknown,No,3.5 m shark,Watercraft
AUSTRALIA,Other,Bronte,F,No,,Unprovoked
AUSTRALIA,Swimming related,Currumbin,M,Unknown,Shark involvement prior to death unconfirmed,Invalid
SOUTH AFRICA,Swimming related,"South Beach, Durban",M,Yes,,Unprovoked
SOUTH AFRICA,Swimming related,"St. George’s Strand, Port Elizabeth",M,No,,Unprovoked
AUSTRALIA,Swimming related,"Near Asbestos Works, Camellia, Parramatta River",M,Yes,3 m [10'] shark,Unprovoked
AUSTRALIA,Swimming related,"Murwillumbah, Tweed River",M,No,,Unprovoked
AUSTRALIA,Fishing related,"Urunga, Belliger Heads",M,Yes,,Unprovoked
AUSTRALIA,Other,"Condon, 88 km NE of Port Hedland",M,Yes,,Unprovoked
AUSTRALIA,Fishing related,Bellinger Head,M,Unknown,Shark involvement suspected but not confirmed,Invalid
AUSTRALIA,Other,"Botany Bay, Sydney",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
AUSTRALIA,Fishing related," Black Head, south of Taree",Unknown,No,"""a very large shark""",Watercraft
AUSTRALIA,Diving related,Near Thursday Island,M,No,,Unprovoked
GUYANA,Fishing related,Off the Demerara River ,M,No,,Unprovoked
AUSTRALIA,Diving related,Great Barrier Reef,M,No,,Unprovoked
AUSTRALIA,Swimming related,Bellambi Reef,M,Yes,,Watercraft
MEXICO,Other,Outside Vera Cruz Harbor,Unknown,No,,Watercraft
AUSTRALIA,Swimming related,"Southgates, near Geraldton",M,No,,Unprovoked
AUSTRALIA,Diving related,Great Barrier Reef,M,Yes,,Unprovoked
AUSTRALIA,Diving related,"Ross River, Townsville",M,No,,Unprovoked
USA,Swimming related,San Juan,M,No,,Unprovoked
AUSTRALIA,unknown,Bunbury,M,Unknown,Shark involvement prior to death was not confirmed,Invalid
AUSTRALIA,Swimming related,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",M,Yes,,Unprovoked
CUBA,Other,20 miles from Havana,M,Unknown,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman",Invalid
USA,Fishing related,"Sea Bright, Monmouth County",M,No,,Watercraft
PHILIPPINES,unknown,Fort Drum,M,Yes,,Unprovoked
USA,Fishing related,Ocean City (offshore),M,No,,Provoked
USA,Fishing related,Ocean City (offshore),M,No,,Provoked
USA,Swimming related,San Juan,F,Yes,,Unprovoked
AUSTRALIA,Other,Pialba Beach near Maryborough,M,Yes,"2.7 m [9'] ""blue"" shark",Unprovoked
BARBADOS,Fishing related,Pie Corner,M,Yes,,Unprovoked
AUSTRALIA,Other,"Botany Bay, Sydney",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
USA,Diving related,"Keawanui, Kamalo, Moloka'i",M,No,,Unprovoked
ENGLAND,Swimming related,Hornsea,M,Yes,,Unprovoked
USA,Fishing related,Nahant,Unknown,No,"""A pack of 6 sharks""",Watercraft
USA,unknown,"Pablo Beach, Jacksonville, Duval County",M,No,,Unprovoked
USA,Swimming related,"Municipal Pier, St. Petersburg, Tampa bay",F,Yes,1.8 m [6'] shark,Unprovoked
JAMAICA,Swimming related,Savanna-la-Mar,M,Yes,6' shark,Unprovoked
SOUTH AFRICA,Swimming related,"Simon’s Town, False Bay",M,No,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",Unprovoked
AUSTRALIA,Swimming related,Hawkesbury River,M,Yes,,Unprovoked
JAMAICA,Fishing related,Kingston Harbor,M,No,,Unprovoked
JAMAICA,Swimming related,Kingston Harbor,F,Yes,2.7 m [9'] shark later captured by Mitchell-Hedges,Unprovoked
AUSTRALIA,Other,Coogee,M,Yes,"White shark, 2.4 m [8'] ",Unprovoked
AUSTRALIA,Swimming related,"Bilgola Beach, Sydney",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
AUSTRALIA,Swimming related,Coogee ,M,Yes,White shark,Unprovoked
IRAQ,Swimming related,Shatt-al Arab River,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Ross River, Townsville",M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Stockton Beach, Newcastle",M,No,Grey nurse shark?,Unprovoked
AUSTRALIA,Surfing related,"Stockton Beach, Newcastle",M,Yes,,Unprovoked
AUSTRALIA,Swimming related,Fitzroy River at  Rockhampton,M,No,,Unprovoked
AUSTRALIA,Other,"Gay’s Corner, Bulimba Reach of Brisbane River",M,Yes,,Unprovoked
AUSTRALIA,Other,"Gay’s Corner, Bulimba Reach of Brisbane River",M,No,,Unprovoked
FIJI,Swimming related,Rewa River,Unknown,Yes,,Unprovoked
AUSTRALIA,Diving related,Off Hinchinbrook Island,M,No,,Unprovoked
AUSTRALIA,Diving related,Barrier Reef,M,Yes,,Unprovoked
ENGLAND,Fishing related,Weymouth,M,No,"Blue shark, 4' ",Provoked
AUSTRALIA,unknown,,M,No,,Unprovoked
PHILIPPINES,Swimming related,"Fort Frank, Manila Bay",M,Yes,,Unprovoked
CUBA,Boating related,Havana Harbor,M,Yes,,Unprovoked
PHILIPPINES,unknown,,Unknown,Unknown,Questionable,Invalid
AUSTRALIA,Swimming related,Bunbury,M,No,4' to 5' shark,Unprovoked
HAITI,Other,Marine Dock,M,Yes,Comrades saw shark's tail appear about 5' away,Unprovoked
AUSTRALIA,Swimming related,Cottesloe Beach,M,No,"15* to 24"" dog shark",Unprovoked
PHILIPPINES,Other,,M,Yes,,Sea Disaster
USA,Swimming related,"Woodcliff Channel, Freeport, Long Island",M,Unknown,Questionable,Invalid
AUSTRALIA,Diving related,200 miles from MacKay,M,No,,Unprovoked
USA,Swimming related,"Englewood Beach, Charlotte County",M,No,,Unprovoked
CANADA,Other,"Slaunwhite's Ledge, Hubbard Cove",Unknown,No,15',Provoked
AUSTRALIA,Swimming related,"Between Bay Rock & Magnetic Island, Cleveland Bay",M,No,,Unprovoked
AUSTRALIA,Diving related,,M,No,,Unprovoked
SOUTH AFRICA,Other,Zwartkops River,F,No,,Unprovoked
AUSTRALIA,Diving related,Arlington Reef,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Throsby Creek, Newcastle",M,Yes,,Unprovoked
JAMAICA,Other,Savanna-la-Mar,M,Yes,,Unprovoked
NEW ZEALAND,unknown,"Stanley Bay, Auckland Harbor",F,No,,Unprovoked
SOUTH AFRICA,Other,Tugela River,M,No,,Unprovoked
AUSTRALIA,Swimming related,Brible Island,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Pelican Island, Macleay River",M,Yes,,Unprovoked
AUSTRALIA,Other,Darwin,M,No,,Unprovoked
COSTA RICA,Swimming related,Where Colorado River enters the sea,M,Yes,,Unprovoked
USA,Swimming related,"Gadsden Point, Tampa Bay",M,No,,Unprovoked
USA,Swimming related,"James Island Sound, Charleston",M,No,,Unprovoked
USA,Other,"Florida Keys 25ºN,82ºW",M,Yes,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum",Unprovoked
AUSTRALIA,Other,Sydney Harbor,M,Unknown,Shark involvement prior to death unconfirmed,Invalid
AUSTRALIA,Swimming related,Newcastle Beach,M,No,3.7 m to 4.3 m [12' to 14']  shark,Unprovoked
NEW ZEALAND,Swimming related,"Tahuna Beach, Nelson",F,No,,Unprovoked
AUSTRALIA,Swimming related,"Sirius Cove, Sydney Harbor",M,Yes,12' shark,Unprovoked
AUSTRALIA,Other,"Ross River, Townsville",M,Yes,,Unprovoked
ITALY,Fishing related,Savona,M,No,13' shark,Watercraft
USA,Swimming related,"Near Panama City, Bay County",F,No,,Unprovoked
USA,Fishing related,Papaikou plantation ,M,Yes,,Unprovoked
SAN DOMINGO,Other,Muchoir Banks,M,Yes,"Tiger sharks, 2.4 m to 4.9 m [8' to 16'] ",Sea Disaster
AUSTRALIA,Swimming related,Townsville,M,Yes,,Unprovoked
AUSTRALIA,Surfing related,Newcastle,M,No,12' shark,Unprovoked
AUSTRALIA,Diving related,Near Cairns,M,No,,Unprovoked
AUSTRALIA,Swimming related,Port Hedland,M,No,,Unprovoked
MOZAMBIQUE,Other,Off Inhaca Island,M,Yes,,Unprovoked
USA,Swimming related,"Sea Bright, Monmouth County",M,No,,Unprovoked
USA,Other,"Nanakuli, Oah’u",M,No,12' shark,Provoked
PANAMA,Swimming related,,M,Yes,,Unprovoked
USA,unknown,,M,No,,Unprovoked
USA,Diving related,Florida Keys ,M,Yes,,Unprovoked
IRELAND,Other,82 miles from Fastnet,M,Yes,,Sea Disaster
USA,Swimming related,Calibogue Sound,M,No,,Unprovoked
PHILIPPINES,Swimming related,Canacao Bay,M,Yes,,Unprovoked
KUWAIT,Diving related,,M,No,,Unprovoked
LIBYA,Diving related,Tripoli,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Yeppoon, near Ross Creek",M,No,,Unprovoked
AUSTRALIA,Other,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",F,No,,Unprovoked
PANAMA,unknown,Panama Canal,M,No,,Provoked
AUSTRALIA,Swimming related,Townsville,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Kissing Point Camp, Townsville",M,Yes,,Unprovoked
USA,Fishing related,"Sewell’s Point, near Palm Beach",M,Yes,,Provoked
USA,Other,"off Grand Lake, Cameron Parish",M,No,,Unprovoked
USA,Fishing related,"Atlantic, near New Bern, Craven County",M,No,,Unprovoked
USA,Swimming related,"Sheepshead Bay, Brooklyn",F,Unknown,,Invalid
USA,Swimming related,"Sheepshead Bay, Brooklyn",M,No,,Unprovoked
USA,Swimming related,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",M,No,Said to involve a 2.7 m [9'] shark,Unprovoked
USA,Swimming related,"Matawan Creek, 10 miles from the sea, Monmouth County",M,Yes,3 m [10'] shark,Unprovoked
USA,Swimming related,"Matawan Creek, 10 miles from the sea, Monmouth County",M,Yes,,Unprovoked
BAHAMAS,Other,50 miles off Bahamas,M,Yes,,Sea Disaster
SPAIN,Diving related,Las Palmas,M,No,,Unprovoked
PHILIPPINES,Swimming related,"Olongapo Harbor, Subic Bay",M,No,,Unprovoked
USA,Swimming related,"Spring Lake, Monmouth County",M,Yes,Thought to involve a 2.6 m [8.5'] white shark,Unprovoked
USA,Swimming related,"Beach Haven, Ocean County",M,Yes,Thought to involve a 2.6 m [8.5'] white shark,Unprovoked
USA,Swimming related,"Atlantic City, Atlantic County",M,No,,Unprovoked
ATLANTIC OCEAN,Other,,M,Yes,,Unprovoked
USA,unknown,,M,No,,Provoked
AUSTRALIA,Swimming related,Manley Beach,M,Yes,,Unprovoked
AUSTRALIA,Boating related,Carrum,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,Curl Curl,M,No,,Unprovoked
AUSTRALIA,Diving related, Thursday Island,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Cabbage Tree Creek, Sandgate",M,No,,Unprovoked
AUSTRALIA,Swimming related,Manly,M,No,,Unprovoked
USA,unknown,"St. Augustine, St Johns County",M,No,,Unprovoked
MEXICO,Fishing related,Tampico,M,Yes,,Unprovoked
MEXICO,Swimming related,Santa Maria Bar,M,Yes,,Unprovoked
EGYPT,Boating related,Alexandria,M,Unknown,Shark involvement prior to death unconfirmed,Invalid
AUSTRALIA,Surfing related,Near Thursday Island,M,No,3 m [10'] shark,Unprovoked
AUSTRALIA,Swimming related,Wynnum-Manley,M,No,,Unprovoked
NEW ZEALAND,Fishing related,Otaki,M,Unknown,Shark involvement prior to death unconfirmed,Invalid
AUSTRALIA,Swimming related,"Sirius Cove, Sydney Harbor",M,Yes,,Unprovoked
USA,unknown,"Soldier Key, Miami-Dade County",M,Unknown,"Reported to involve a 3.7 m [12'] shark, possibly a white shark",Invalid
AUSTRALIA,Swimming related,Magnetic Island,M,No,,Unprovoked
SAMOA,Other,Opposite Apelima &  Manona,F,No,,Sea Disaster
JAMAICA,Boating related,Port Royal,M,Yes,"A 20' shark known as ""Old Tom""",Unprovoked
USA,Swimming related,Lake Pontchartrain,M,Yes,,Unprovoked
CROATIA,Other,Biograd na moru,F,No,1.5 m [5'] shark,Unprovoked
USA,Fishing related,New Orleans,M,No,,Provoked
CROATIA,unknown,Rijeka,M,No,6 m shark,Unprovoked
MONTENEGRO,Fishing related,Between St. Stjepan and Budva,M,No,,Watercraft
AUSTRALIA,Swimming related,Sandringham,M,Yes,,Unprovoked
NEW CALEDONIA,Swimming related,Noumea,M,Yes,,Sea Disaster
USA,Fishing related,"Boca Ciega Bay, Pinellas County",F,No,3' shark,Provoked
USA,Swimming related,"St. Augustine, St Johns County",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
GUYANA,Other,Essequibo River Mouth,M,Yes,,Sea Disaster
USA,Other,"Honomu, Hawai'i",M,Yes,,Unprovoked
AUSTRALIA,Swimming related,Marion Bay,M,No,said to involve a tiger shark,Unprovoked
AUSTRALIA,Boating related,Paramatta River,M,No,,Unprovoked
AUSTRALIA,Swimming related,Brisbane,F,No,,Unprovoked
SOUTH AFRICA,unknown,Durban,F,Unknown,,Unprovoked
USA,Fishing related,"Palm Beach, Palm Beach County",Unknown,No,13' shark,Provoked
CUBA,unknown,off Neuvitas,M,Yes,,Sea Disaster
NIGERIA,Other,Lagos,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Sandgate Jetty, Brisbane",M,No,,Unprovoked
USA,unknown,"West Palm Beach, Palm Beach County",M,No,Said to involve a 2.4 m [8'] hammerhead shark,Unprovoked
CROATIA,unknown,Pula,M,No,2 m shark,Provoked
USA,unknown,"Lavalette, Ocean County",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
USA,unknown,"Spring Lake, Monmouth County",F,Unknown,Shark involvement prior to death unconfirmed,Invalid
ITALY,unknown,,Unknown,Unknown,Shark involvement prior to death unconfirmed,Invalid
USA,unknown,Charleston,M,Yes,,Unprovoked
COSTA RICA,Swimming related,Port Limon,M,Yes,,Unprovoked
USA,Fishing related,"John's Pass, Pinellas County",M,No,,Provoked
AUSTRALIA,Other,,M,No,,Provoked
SAMOA,unknown,Apia Harbor,M,No,,Unprovoked
AUSTRALIA,Diving related,Thursday Island,M,No,Tiger shark ,Unprovoked
REUNION,Swimming related,Barachoise bridge,M,Yes,,Unprovoked
REUNION,Swimming related,Barachois,M,Yes,,Unprovoked
AUSTRALIA,unknown,Brighton,M,No,,Unprovoked
PHILIPPINES,Swimming related,,F,Yes,,Sea Disaster
USA,Swimming related,"Tybee Island, Chatham County",M,Yes,,Unprovoked
USA,Swimming related,Sullivan's Island,M,No,8' shark,Unprovoked
SOLOMON ISLANDS,Swimming related,Savo,M,Yes,,Unprovoked
SOUTH AFRICA,unknown,Durban,M,Unknown,Shark involvement prior to death unconfirmed,Invalid
NEW ZEALAND,Swimming related,Takapuna,M,No,,Unprovoked
AUSTRALIA,Diving related,Bunbury,M,No,,Provoked
AUSTRALIA,Swimming related,Coogee,M,No,,Unprovoked
NEW CALEDONIA,Swimming related,Noumea,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Fig Tree Bridge, Lane Cove River, near Sydney ",M,Yes,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Unprovoked
FIJI,Other,Beqa,M,Yes,,Unprovoked
AUSTRALIA,unknown,Sydney Harbor,M,No,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel",Unprovoked
AUSTRALIA,Swimming related,Ross Creek,M,Yes,,Unprovoked
SPAIN,Other,Isla Cabrera,M,Yes,White shark,Unprovoked
USA,unknown,"Pensacola Bay, Escambia County",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
USA,Boating related,Off Charleston,M,Yes,,Unprovoked
AUSTRALIA,Diving related,Great Barrier Reef,M,No,,Unprovoked
USA,Other,Galveston Ship Channel,M,Yes,,Unprovoked
USA,Swimming related,"Pensacola Bay, Escambia County",M,Yes,,Unprovoked
USA,Swimming related,"Pablo Beach, Jacksonville, Duval County",M,No,,Unprovoked
SPAIN,Swimming related,Ceuta,M,Yes,,Unprovoked
USA,Fishing related,Delaware Lightship,M,No,,Provoked
SOUTH AFRICA,Swimming related,Victoria Bay,M,Yes,,Unprovoked
USA,Fishing related,"Rockport, Aransas County",M,No,5' shark,Provoked
SOUTH AFRICA,Swimming related,Victoria Bay,M,Yes,,Unprovoked
NEW ZEALAND,Fishing related,,Unknown,No,,Watercraft
AUSTRALIA,Swimming related,Thursday Island,M,Yes,,Unprovoked
AUSTRALIA,Other,Off Legendre Island,M,No,,Sea Disaster
USA,Swimming related,"Texas City, Galveston",M,No,,Unprovoked
NEW ZEALAND,Fishing related,"Manukau Harbor, 6 miles south of Auckland",M,Yes,,Unprovoked
CROATIA,unknown,Rijeka,M,Unknown,Questionable,Invalid
AUSTRALIA,Other,Fremantle,M,Yes,,Sea Disaster
NORTH ATLANTIC OCEAN,Fishing related,,M,No,Angel shark,Provoked
AUSTRALIA,Swimming related,Mackay,M,No,Said to involve  9' blue shark,Unprovoked
MEXICO,Swimming related,LaBarra,M,No,,Unprovoked
MOZAMBIQUE,Swimming related,Portuguese territory,Unknown,Yes,,Sea Disaster
USA,Other,"Off Fort Gaines, Dauphin Island, Mobile County",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
PANAMA,Boating related,Cristobal,M,Yes,,Unprovoked
NEW ZEALAND,Swimming related,"Waikanae Beach, Gisborne",M,No,6' shark,Unprovoked
USA,Diving related,"Pearl Harbor, O'ahu",M,Unknown,Invalid,Invalid
AUSTRALIA,Surfing related,Bunbury,M,No,5.5' to 6' shark,Unprovoked
AUSTRALIA,unknown,Newcastle Harbor,M,Yes,,Unprovoked
USA,Fishing related,"Hilo, Hawai'i",M,Unknown,Shark involvement prior to death unconfirmed,Invalid
PHILIPPINES,Swimming related,"Polinao Point, Manila",M,Unknown,6 m [20'] shark,Unprovoked
USA,unknown,"16 miles north of Fort Pierce Inlet, Indian River County ",M,No,,Unprovoked
AUSTRALIA,Boating related,20 miles off Sydney,M,Yes,,Unprovoked
AUSTRALIA,Fishing related,Bondi,M,No,7' shark,Provoked
INDONESIA,Other,Rhio Strait,Unknown,Yes,,Sea Disaster
USA,Other,"Lewes, Sussex County",M,No,5' shark,Provoked
USA,Fishing related,"Pensacola Bay, Escambia County",M,Yes,,Unprovoked
USA,Fishing related,Rockaway,M,No,,Unprovoked
USA,Swimming related,"Panama City, Bay County",M,No,,Unprovoked
MEXICO,Swimming related,Zacatula,F,Yes,,Unprovoked
SOUTH AFRICA,unknown,Cape Town,M,Yes,18-foot shark,Unprovoked
AUSTRALIA,Other,"Middleton Reef, 300 nm from Brisbane",M,Yes,,Sea Disaster
SPAIN,Fishing related,"Puente Mayorga, San Roque, Cádiz",M,No,,Provoked
USA,Other,"Pa'uwela, Maui",F,Unknown,Questionable,Invalid
TUNISIA,Diving related,,M,Yes,,Unprovoked
SOUTH AFRICA,Other,Possession Island,F,Yes,,Sea Disaster
,Other,Near the equator,M,Unknown,Questionable,Invalid
ITALY,Other,"Off Capo San Croce, near Augusta (Catania)",Unknown,Unknown,Shark involvement prior to death was not confirmed,Invalid
AUSTRALIA,unknown,Woy Woy,Unknown,No,,Unprovoked
SOUTH AFRICA,Swimming related,Stilbaai,M,Yes,,Unprovoked
MEXICO,Swimming related,,M,Yes,,Unprovoked
AUSTRALIA,Other,Thursday Island,M,Yes,Remains recovered from 3 sharks,Unprovoked
USA,Fishing related,"Redondo, Los Angeles County",M,No,,Unprovoked
SPAIN,Boating related,Cape Finisterre,M,Yes,,Unprovoked
SPAIN,unknown,"Tazacorte, La Palma",Unknown,Unknown,Questionable,Invalid
CROATIA,Other,Medola,F,Yes,"Species unknown, possible white shark",Unprovoked
EGYPT,Other,Off Ras Gharib,M,Yes,,Unprovoked
USA,Other,,M,Yes,,Sea Disaster
PAPUA NEW GUINEA,Other,Matupi,Unknown,Yes,Allegedly a 33-foot shark,Sea Disaster
INDONESIA,Other,Jakarta Harbor,F,Yes,,Sea Disaster
USA,unknown," Marathon, Monroe County",M,Unknown,Questionable,Invalid
USA,Other,"Mana, Kaua'i",M,Yes,,Unprovoked
AUSTRALIA,Swimming related,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",M,Yes,Bull shark,Unprovoked
AUSTRALIA,Swimming related,Near Thursday Island,M,Yes,,Unprovoked
CHINA,Fishing related,"Sharp Peak, Sai Kung Peninsula, New Territories",M,No,Shark involvement probable,Unprovoked
CHINA,Fishing related,"Sharp Peak, Sai Kung Peninsula, New Territories",M,Yes,Shark involvement probable,Unprovoked
AUSTRALIA,Swimming related,"Merewether Beach, near Newcastle",M,No,,Unprovoked
HAITI,Boating related,Aux Cayes (now Les Cayes),M,Unknown,Invalid,Invalid
USA,Diving related," Kalepolepo, Kihei, Maui",M,No,,Unprovoked
ENGLAND,Swimming related,,M,Unknown,Questionable,Invalid
CROATIA,Swimming related,"Sucurja, Hvar Island,",F,Yes,,Unprovoked
CROATIA,Swimming related,Krk Island,F,Yes,,Unprovoked
CROATIA,Swimming related,Krk Island,M,Yes,,Unprovoked
USA,Swimming related,Lower Delaware Bay,M,No,,Unprovoked
CROATIA,Swimming related,"Sućuraj, Hvar Island",F,Yes,,Unprovoked
AUSTRALIA,Other,Karra Garra,M,Unknown,Questionable,Invalid
USA,Other,Small creek near Coles Island,M,No,1.5 m [5'] shark,Unprovoked
MEXICO,Swimming related,Salina Cruz,M,No,,Unprovoked
USA,Fishing related,"Garden Key, Charlotte County",M,Yes,,Unprovoked
MALTA,Fishing related,Marsaskala,M,Yes,"White shark, 6 m ",Unprovoked
PHILIPPINES,Other,Manila Bay,M,No,,Unprovoked
NEW ZEALAND,Swimming related,Port Moeraki,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,Ross Creek,M,Yes,,Unprovoked
VIETNAM,Fishing related,Nha Trang,M,No,,Unprovoked
USA,Fishing related,"Pepe'ekeo, Honomu, Hawai'i",M,Yes,,Unprovoked
JAMAICA,Fishing related,Cabaritta River mouth,M,No,,Unprovoked
USA,unknown,,M,No,,Unprovoked
USA,Swimming related,,M,Yes,,Unprovoked
USA,Diving related,,M,No,,Unprovoked
USA,Swimming related,,M,Yes,,Unprovoked
INDONESIA,Swimming related,Lorok Bay,M,No,,Unprovoked
INDONESIA,Swimming related,Lorok Bay,M,Yes,,Unprovoked
AUSTRALIA,Swimming related,Mabiuag,M,Yes,,Unprovoked
USA,Fishing related,"Avalon, Los Angeles County",M,No,"Shortfin mako shark, 175-lb ",Provoked
YEMEN ,Diving related,,M,No,,Unprovoked
USA,Boating related,"Tangier Sound, Somerset County",M,Yes,Remains recovered 5 days later,Unprovoked
USA,Swimming related,"Bay St. Louis, Hancock County",M,Yes,Fishermen recovered partial remains from shark a week later,Unprovoked
MOZAMBIQUE,unknown,Lourenco Marques,M,Unknown,Questionable,Invalid
INDONESIA,Diving related,Aru Islands,M,Yes,,Unprovoked
AUSTRALIA,Other,Western Port Bay,M,No,13' shark,Provoked
AUSTRALIA,Diving related,Lizard Island,M,Yes,,Unprovoked
